feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53
1.0022707,4.877478,3.9488158,-0.6577501,-2.5604305,0.30775115,-0.6885879,-0.72968215,0.24567941,0.28308368,0.27390185,0.49029648,-1.4351865,-1.8760176,-0.9508948,-0.9978105,-0.6715053,-0.69659585,0.20607544,0.6896067,-1.4922473,-1.8093296,-0.07697844,0.1186419,0.24567941,0.28308368,0.27390185,0.49029648,-1.4351865,-1.8760176,0.13622367,0.42498448,0.0,0.0,0.0,0.0,0.0,0.0,-0.8782626,-0.9288267,-0.85043055,-1.2896608,-0.94012195,-0.79366225,-0.35351902,-0.99863327,-1.016201,-1.5334291,0.47535756,1.0872157,-2.4141355,-1.9474245,-0.83424014,-0.98641723
0.87206274,0.1599515,-0.23869707,-0.4439036,0.4966874,-0.21701768,-0.38215163,-0.45191824,0.24567941,0.28308368,-0.01837973,-0.23680033,0.38690653,0.6920048,0.21656825,0.4091081,-0.6715053,-0.69659585,0.79490876,0.011424291,0.47273007,0.85449815,-0.30800527,-0.37597403,0.24567941,0.28308368,-0.01837973,-0.23680033,0.38690653,0.6920048,-0.15817696,-0.20212963,0.0,0.0,0.0,0.0,0.0,0.0,-0.36254087,-0.41299495,0.26337832,-0.043272298,-0.3727572,-0.43466488,0.23231214,0.32358164,-0.3034517,-0.28039676,-0.23058572,-0.09502309,-0.27238327,-0.43562216,-0.35255322,-0.16189052
0.72256804,0.12093818,-0.4428099,-0.28074694,0.58424026,-0.59502435,-0.06636503,-0.33395895,-0.16232446,0.2802722,-0.11490138,-0.3380698,-0.34034953,-0.3710628,1.5082524,0.669892,1.0046425,-0.6782153,0.76912314,-0.4263413,-0.5993499,-0.56738335,-0.2070084,-0.18402974,-0.16232446,0.2802722,-0.11490138,-0.3380698,-0.34034953,-0.3710628,-0.009466136,-0.114388295,0.0,0.0,0.0,0.0,0.0,0.0,-0.2897791,-0.39903623,-0.083022684,0.08742704,-0.38700238,-0.4657713,-0.5784351,-0.6916779,-0.3127051,-0.4791087,0.12197118,0.11706345,-0.3408358,-0.35350424,-0.37503502,-0.69015026
0.22193965,-0.043194555,1.5906469,0.84177065,-0.18792237,0.30775115,1.6223598,0.0293586,0.24567941,0.28308368,1.266026,0.6994188,0.37829772,0.40217605,4.294922,1.2140135,-0.6715053,-0.69659585,2.1641505,0.5661431,0.442267,0.5440166,2.8637023,1.1833693,0.24567941,0.28308368,1.266026,0.6994188,0.37829772,0.40217605,2.016541,0.06269738,0.0,0.0,0.0,0.0,0.0,0.0,0.009508226,-0.0044414443,-0.22614832,0.24381344,0.41044116,0.4839475,3.8187969,3.7341168,0.1726302,0.22021212,0.5650532,0.52851784,1.0029469,1.6632079,2.41984,2.6508648
-0.2781073,-0.012220996,-0.3857446,-0.36842835,-0.6301567,-0.21701768,-0.38478637,-0.40885788,-0.2677355,-0.038947437,-0.4374285,-0.50770396,-0.37037012,-0.5663378,-0.11339518,0.50708395,1.2225009,0.8017331,-0.25503972,-0.41250396,-0.046442293,-0.28726068,-0.2415701,-0.28843042,-0.2677355,-0.038947437,-0.4374285,-0.50770396,-0.37037012,-0.5663378,-0.28718406,-0.1752863,0.0,0.0,0.0,0.0,0.0,0.0,-0.31422186,-0.35587138,0.26210552,0.339359,-0.3471692,-0.36240295,0.24702297,0.1315623,-0.3093907,-0.40948352,-0.36984792,-0.3748628,-0.37815595,-0.44627506,0.12436422,0.08792898
0.51456606,-0.023470558,-0.034800615,-0.15972337,0.00073258334,-1.2111609,0.012541825,-0.24062966,-0.02188,0.26758558,0.023476139,-0.33382973,-0.27517962,-0.117395066,1.3796959,0.80928063,0.6383571,-0.59527457,1.0505898,-0.03596193,0.017106159,0.13509753,-0.03194932,-0.2844041,-0.02188,0.26758558,0.023476139,-0.33382973,-0.27517962,-0.117395066,0.109235816,-0.344032,0.0,0.0,0.0,0.0,0.0,0.0,-0.19505084,-0.23342755,-0.3367934,-0.062185816,-0.23978342,-0.26271853,-0.18832785,-0.20010845,-0.11736872,-0.21618061,0.4593215,0.30557466,-0.1554797,0.048221797,-0.34707668,-0.25299942
1.0022707,2.191587,-1.2646879,-0.6577501,-2.16212,0.30775115,-0.69664705,-0.72968215,0.24567941,0.28308368,-1.260683,-1.363133,-1.9999393,-2.274636,-0.9508948,-0.9978105,-0.6715053,-0.69659585,-1.9053948,-1.5616063,-1.5459324,-1.8715202,-0.9777985,-1.0666966,0.24567941,0.28308368,-1.260683,-1.363133,-1.9999393,-2.274636,-1.2817204,-1.5097543,0.0,0.0,0.0,0.0,0.0,0.0,1.7397969,1.0475898,-0.37335098,-1.5842118,1.4311286,0.8422958,0.9778605,1.0817996,3.0615766,3.1320767,1.9326943,2.933399,1.9284447,0.12604752,4.328388,5.3462076
0.30287668,-0.09703852,-0.5815029,-0.6311447,-0.0018093871,-0.044570416,-0.61467123,-0.69351363,-0.02632626,-0.029187659,-0.49347028,-0.5919541,0.027207475,-0.015440416,-0.63376796,-0.5861382,0.69755155,0.5426717,-0.0612494,-0.2903393,0.26496753,0.15112491,-0.5164037,-0.6463977,-0.02632626,-0.029187659,-0.49347028,-0.5919541,0.027207475,-0.015440416,-0.47101736,-0.62688524,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666356,-0.67110926,-0.08702388,-0.011558519,-0.6569456,-0.6668501,-0.1705128,-0.15581289,-0.66791236,-0.6474064,-0.118508115,-0.22470129,-0.6001019,-0.55914557,-0.4712739,-0.40902853
-2.0445948,0.5800524,0.29936326,-0.6577501,-1.8434716,0.30775115,-0.55722415,-0.72968215,0.24567941,0.28308368,-1.0560716,-0.992447,1.8338984,2.689975,-0.75783753,-0.9978105,-0.6715053,-0.69659585,-1.4245919,-0.89042425,1.0994843,2.200614,-0.7355134,-0.9108601,0.24567941,0.28308368,-1.0560716,-0.992447,1.8338984,2.689975,-0.79288805,-0.9510277,0.0,0.0,0.0,0.0,0.0,0.0,-0.44101077,-0.6112013,-0.6127651,1.1165122,-0.43519092,-0.58669746,1.5901841,1.7194828,-0.34225005,-0.59156007,1.2591794,-1.2111593,-0.22046894,-0.8054342,1.3833833,0.8477556
0.69450647,0.7265555,0.6074339,0.21193056,0.17946269,0.30775115,0.74850106,0.45394576,0.24567941,0.28308368,1.0948272,0.8219196,-0.92514163,-0.47591165,1.4526072,1.4938082,-0.6715053,-0.69659585,1.1589693,0.24488544,-0.58025426,-0.3473606,1.4508077,1.4243827,0.24567941,0.28308368,1.0948272,0.8219196,-0.92514163,-0.47591165,1.5556372,1.065493,0.0,0.0,0.0,0.0,0.0,0.0,-0.06814363,0.18626653,0.299215,-0.6877349,-0.037774693,0.24938776,0.3237044,0.32380816,0.11289387,0.35350773,-0.5767241,0.54294723,0.01140197,0.18675122,0.17163089,-0.17317414
-1.9795998,1.3927876,1.8699913,2.2919734,0.45550367,0.30775115,2.0504131,2.4988437,0.24567941,0.28308368,1.7785597,1.5626367,0.78561246,1.1726665,1.7837758,-0.9978105,-0.6715053,-0.69659585,1.3171506,-0.6588698,1.0382942,1.2498597,1.7315305,2.0989964,0.24567941,0.28308368,1.7785597,1.5626367,0.78561246,1.1726665,2.1968744,2.527515,0.0,0.0,0.0,0.0,0.0,0.0,2.2104177,2.2470386,0.0065491144,0.16152069,2.0120397,2.0299664,-0.18285084,-0.31684855,2.1768014,2.2947867,0.18326291,0.3326278,1.7669194,1.4453855,1.0621792,0.5358004
-0.5908616,-0.9682847,-1.2340202,-0.6577501,1.1493238,0.30775115,-0.6707314,-0.72968215,0.24567941,0.28308368,-1.1212665,-1.1450824,-1.2658153,-0.81871957,-0.8995506,-0.9978105,-0.6715053,-0.69659585,-1.3833518,-1.0329447,-1.2136594,-0.9107308,-0.85365134,-0.9268305,0.24567941,0.28308368,-1.1212665,-1.1450824,-1.2658153,-0.81871957,-1.02344,-1.0193089,0.0,0.0,0.0,0.0,0.0,0.0,-0.64962214,-0.60967964,-1.9579982,0.27755332,-0.571221,-0.7550193,-0.6129946,-0.41308367,-0.75108063,-0.7521054,1.1825097,-0.52930456,-0.28229013,-1.3406543,-0.9253755,-0.6264391
0.15312028,-0.3651308,-0.71525514,-0.6577501,0.086931065,0.23621424,-0.61714745,-0.7182392,0.035712004,-0.024213107,-0.9882869,-0.9954206,-0.021343261,0.036576953,-0.77623314,-0.9111062,0.27205196,0.3973567,-1.1532792,-0.84685373,-0.1521476,-0.03565679,-0.7505694,-0.87767756,0.035712004,-0.024213107,-0.9882869,-0.9954206,-0.021343261,0.036576953,-0.8856109,-1.0787193,0.0,0.0,0.0,0.0,0.0,0.0,-0.54882586,-0.54522824,-0.36348912,-0.26906374,-0.6601678,-0.6482761,-0.5248665,-0.44898948,-0.5911827,-0.5187758,0.37970528,0.21458258,-0.5633629,-0.35701254,-0.6988208,-0.75818676
-2.3831356,1.1172305,0.82071364,1.3046063,1.7147684,0.30775115,0.63042265,2.4988437,0.24567941,0.28308368,1.0456275,1.602354,-0.89820856,0.059093546,0.083977446,-0.9978105,-0.6715053,-0.69659585,0.2056458,-0.68971527,-0.6577419,0.07141132,1.3702428,3.4994464,0.24567941,0.28308368,1.0456275,1.602354,-0.89820856,0.059093546,1.1391282,2.9758275,0.0,0.0,0.0,0.0,0.0,0.0,0.16082582,0.46918315,0.91335434,0.9558669,-0.2603092,-0.11263718,-1.2115508,-1.0242372,1.2008458,2.1373553,-0.8254293,-0.97240084,-0.13104856,0.011651308,-2.1304963,-1.8619589
0.20539463,-0.24701926,-0.22987358,-0.5325421,0.2153986,0.08710345,-0.5714505,-0.55743235,0.20250466,0.06643842,-0.4914568,-0.4467581,-0.16985938,0.063541725,-0.64173627,0.05734635,-0.31101313,0.10436614,-0.29193777,0.25366533,-0.19203517,-0.18192294,-0.42328942,-0.51716405,0.20250466,0.06643842,-0.4914568,-0.4467581,-0.16985938,0.063541725,-0.32344282,-0.3832352,0.0,0.0,0.0,0.0,0.0,0.0,-0.64512396,-0.5955104,0.04560053,0.5978325,-0.6416029,-0.61831427,-0.37756708,-0.25320068,-0.63049483,-0.53782946,-0.18848673,-0.6457195,-0.58255297,-0.47441417,-0.59598976,-0.5452118
-0.8389151,-0.16445772,-0.49638206,-0.6577501,0.08798468,-0.41035357,-0.59904206,-0.7148325,0.24567941,0.28308368,-0.66183597,-0.61939853,0.69891924,0.45974636,-0.7539991,-0.8972151,-0.6715053,-0.69659585,-0.38145608,-0.4964362,1.1358341,0.70735234,-0.47730634,-0.50234073,0.24567941,0.28308368,-0.66183597,-0.61939853,0.69891924,0.45974636,-0.4754473,-0.4287511,0.0,0.0,0.0,0.0,0.0,0.0,-0.61910194,-0.69882417,-0.16124512,-0.11184047,-0.5265769,-0.5495043,0.62522733,0.6646716,-0.42321277,-0.55539507,0.14486794,0.15960424,-0.3974659,-0.37412474,0.31899723,0.26791334
-1.4519892,1.4694189,2.0383425,2.4503913,0.028192915,-0.43324456,2.023535,2.4988437,-1.2660439,-1.6133238,1.218332,1.724403,-0.6582061,-0.75751954,1.6456314,-0.9978105,2.4975896,2.8374364,0.25249103,0.3618043,-0.65628934,-0.8128435,0.91455096,1.651373,-1.2660439,-1.6133238,1.218332,1.724403,-0.6582061,-0.75751954,1.4835278,2.0393536,0.0,0.0,0.0,0.0,0.0,0.0,2.5525548,2.5719984,0.12415207,0.14988914,2.502621,2.4837415,-0.039169226,-0.19990785,2.433213,2.4299896,0.6569251,0.58865076,2.2150948,1.8896691,1.7270628,1.1048042
-0.023609985,-0.16874145,-0.632748,-0.6577501,0.48121303,-0.3124302,-0.66778886,-0.7255599,-0.3610837,-0.47808078,-0.6346292,-0.5523233,0.0032074552,-0.11737471,-0.85812026,-0.94509244,1.3941708,1.6069534,-0.5232579,-0.04684115,0.05946905,-0.10401425,-0.65027773,-0.7227717,-0.3610837,-0.47808078,-0.6346292,-0.5523233,0.0032074552,-0.11737471,-0.6819671,-0.6861353,0.0,0.0,0.0,0.0,0.0,0.0,-0.71316606,-0.6970793,0.21037777,0.30103895,-0.73080283,-0.683098,-0.030351322,-0.029786931,-0.77497095,-0.6441843,0.16611336,-0.28118724,-0.7377169,-0.41541874,-0.23966317,-0.13719508
-0.37696886,-0.35503557,-0.54252106,-0.6577501,-0.0928726,0.004551379,-0.6262441,-0.7093051,0.24567941,-0.8332908,-0.14766061,-0.25282356,1.4684036,1.4903618,-0.80673075,-0.8944921,-0.6715053,2.0722435,0.20019051,0.07295378,1.5025305,1.6250833,-0.34426412,-0.539583,0.24567941,-0.8332908,-0.14766061,-0.25282356,1.4684036,1.4903618,-0.13864319,-0.4134325,0.0,0.0,0.0,0.0,0.0,0.0,-0.72056663,-0.73570395,0.1471728,0.38521883,-0.56252706,-0.63484555,0.9771331,0.9827192,-0.7559251,-0.7225019,-0.03522448,-0.42820588,-0.19871877,-0.5133891,0.25350413,0.37199765
0.40442285,0.37394425,-0.3456857,-0.36876982,-0.22650649,0.032822996,-0.38138875,-0.4906488,0.011974329,-0.11971033,-0.5997877,-0.413645,-0.12249721,0.01653181,-0.0048260465,0.32725608,0.6038251,0.8031633,-0.39170995,0.22477661,-0.0012891092,0.03889947,-0.48829103,-0.50411576,0.011974329,-0.11971033,-0.5997877,-0.413645,-0.12249721,0.01653181,-0.52665955,-0.46613854,0.0,0.0,0.0,0.0,0.0,0.0,-0.5023463,-0.5230683,0.3007875,0.15447862,-0.41797835,-0.4414571,0.01038012,0.08536926,-0.456393,-0.39134544,-0.43041167,-0.1381914,-0.35351303,-0.45289642,-0.45068622,-0.24686438
-0.83260494,0.64329475,1.4247754,1.7772326,1.3945553,-0.94106925,3.1395009,2.1066422,0.24567941,0.28308368,2.2381296,1.2599951,0.8031196,-0.22114348,4.988467,-0.47895882,-0.6715053,-0.69659585,3.1329808,-0.31932014,1.6979991,-0.53235966,2.5170112,1.6003467,0.24567941,0.28308368,2.2381296,1.2599951,0.8031196,-0.22114348,2.1881144,1.4995917,0.0,0.0,0.0,0.0,0.0,0.0,1.8842903,1.6903104,0.03041453,0.4491958,1.8484887,1.660708,0.013883948,-0.038081024,2.0383983,1.8508551,-0.091153026,-0.2089574,1.8385683,1.3253636,0.77793115,0.8811199
-0.64093816,0.36957908,-0.49333322,-0.6577501,-0.31420794,-0.17098533,-0.64200836,-0.7222573,0.0114901485,0.28308368,-0.5601884,-0.6802905,1.0848958,1.0810909,-0.8229728,-0.9136533,0.61181813,-0.69659585,-0.30399224,-0.5128506,1.7276824,1.6955572,-0.5182985,-0.64171934,0.0114901485,0.28308368,-0.5601884,-0.6802905,1.0848958,1.0810909,-0.46971947,-0.5703915,0.0,0.0,0.0,0.0,0.0,0.0,-0.7494229,-0.74899435,-0.13139936,-0.007109512,-0.6837441,-0.7397044,0.17992532,0.22593741,-0.74482733,-0.7536103,0.07614387,0.06882833,-0.36143988,-0.42446944,-0.13917507,0.057300862
-0.18791118,-0.36840284,-0.7881411,-0.6577501,-0.9277725,0.30775115,-0.6449133,-0.7254311,0.24567941,-0.10939174,-0.3141026,-0.40745836,-0.06323095,0.10348514,-0.8381932,-0.95322806,-0.6715053,0.95751446,-0.5421607,-0.5239085,-0.5771041,-0.54068774,-0.48062468,-0.56340504,0.24567941,-0.10939174,-0.3141026,-0.40745836,-0.06323095,0.10348514,-0.32693148,-0.29112884,0.0,0.0,0.0,0.0,0.0,0.0,-0.77013624,-0.7548599,0.3774596,-0.0028333338,-0.7854965,-0.79424137,-0.37480438,-0.35742298,-0.8373867,-0.84147286,-0.4685231,-0.036631454,-0.7423265,-0.73339266,-0.7484053,-0.55128497
-0.10935523,-2.2982607,-0.5124908,-0.6577501,0.40344852,0.20593032,-0.6446236,-0.71734965,0.046443768,0.15811639,-0.46112102,-0.5314433,-0.15319653,-0.24106917,-0.8236124,-0.908101,0.51070285,0.23677973,0.11769558,0.114671536,0.14673676,0.022213165,-0.5497164,-0.7036157,0.046443768,0.15811639,-0.46112102,-0.5314433,-0.15319653,-0.24106917,-0.5286704,-0.7486184,0.0,0.0,0.0,0.0,0.0,0.0,-0.6616197,-0.6891494,-0.07230118,-0.07459531,-0.64480764,-0.6613207,-0.0029980247,0.03792071,-0.69451845,-0.725271,-0.02440912,-0.105185255,-0.55782515,-0.44273537,-0.3185569,-0.25951073
-0.56952506,-0.68615335,-0.48266232,-0.6577501,1.3847398,0.30775115,-0.65865403,-0.71996546,0.24567941,0.28308368,-0.19956629,-0.17164259,-0.3876827,-0.18577205,-0.88778645,-0.91687256,-0.6715053,-0.69659585,0.41411057,-0.24648581,-0.76092607,-0.29181352,-0.07202156,-0.29492247,0.24567941,0.28308368,-0.19956629,-0.17164259,-0.3876827,-0.18577205,0.06518335,0.10956783,0.0,0.0,0.0,0.0,0.0,0.0,-0.75033563,-0.78898454,0.022833651,0.7750368,-0.5877377,-0.6239839,-0.19505782,-0.08701034,-0.8095132,-0.7738139,-0.6416178,-1.2656994,-0.6173365,-0.17108662,-0.47983307,-0.11937956
-1.3527944,0.08958535,-0.60733306,-0.6577501,-0.4303354,0.30775115,-0.63147324,-0.72968215,0.24567941,0.28308368,-0.45024428,-0.557294,0.13146886,0.41012982,-0.83023614,-0.9978105,-0.6715053,-0.69659585,-0.19644025,-0.30762473,0.23323095,0.10461338,-0.4974348,-0.6838698,0.24567941,0.28308368,-0.45024428,-0.557294,0.13146886,0.41012982,-0.48449597,-0.5768054,0.0,0.0,0.0,0.0,0.0,0.0,-0.8075378,-0.8100951,1.2051847,0.3846126,-0.8924032,-0.77191114,0.14268394,0.17890477,-0.9465098,-0.9305908,-1.39303,-0.2949808,-1.0077319,-0.32953882,-0.5177119,-0.37271166
0.46060568,0.47261676,-0.9101696,-0.6577501,-1.4610937,0.30775115,-0.62067634,-0.70308006,0.24567941,0.28308368,-1.260683,-1.363133,0.5331155,0.6374526,-0.7972758,-0.8073038,-0.6715053,-0.69659585,-1.9053948,-1.5616063,-0.23220238,0.38612658,-0.80532044,-1.029405,0.24567941,0.28308368,-1.260683,-1.363133,0.5331155,0.6374526,-1.0344574,-1.4360566,0.0,0.0,0.0,0.0,0.0,0.0,-0.8005354,-0.8266197,1.0215768,1.2962432,-1.0206412,-0.9878017,-0.42152962,-0.51076084,-0.93873817,-0.97574574,-1.902002,-2.194423,-1.6286325,-0.98698837,-0.70268714,-0.7491949
-2.110044,0.31693634,1.4998083,1.6675227,0.108000495,0.30775115,1.7753203,2.1010103,0.18742353,0.21000358,1.2583398,1.4794415,-0.21451022,0.03396776,1.2173482,0.62805426,-0.521017,-0.5287781,0.051219843,0.07115062,0.39206433,1.2159686,0.9038016,1.2097819,0.18742353,0.21000358,1.2583398,1.4794415,-0.21451022,0.03396776,1.1959718,1.8230163,0.0,0.0,0.0,0.0,0.0,0.0,2.0134938,2.1148882,0.319239,-0.41153264,1.9603145,2.074595,-0.34364605,-0.4552381,1.9322771,1.8148042,-0.06456507,0.74039316,1.5917244,1.5082631,0.8643398,0.69979525
-0.497209,0.37855408,0.570718,0.72630143,-0.1734791,0.30775115,0.9389001,0.8582833,-0.49502674,-0.052457742,0.6771756,0.45751736,1.1303482,0.0076221325,2.5557706,1.5567758,1.2248998,0.53869134,1.5052749,-0.001199966,3.7834523,0.45001176,1.282288,1.48599,-0.49502674,-0.052457742,0.6771756,0.45751736,1.1303482,0.0076221325,0.8779266,0.8258691,0.0,0.0,0.0,0.0,0.0,0.0,0.880062,1.035493,0.2373014,-0.064673714,0.8503176,0.91549563,0.04126018,0.021349335,0.8105751,0.96802455,-0.063624404,0.29710177,0.63165754,0.52283484,0.69505626,0.44473997
0.15591912,-1.8372494,0.038688067,-0.6577501,-0.5688782,0.30775115,-0.5337855,-0.72968215,0.24567941,0.28308368,-1.1941843,-0.89977556,-0.6806399,-1.5498753,-0.69731283,-0.9978105,-0.6715053,-0.69659585,-1.7303058,-0.8247239,-0.87611115,-1.5563757,-0.7448966,-0.6864005,0.24567941,0.28308368,-1.1941843,-0.89977556,-0.6806399,-1.5498753,-0.85150665,-0.37910894,0.0,0.0,0.0,0.0,0.0,0.0,-0.38003904,-0.35884035,-0.3510877,0.42125702,-0.62892187,-0.54231304,-0.5351316,-0.533787,-0.10040849,0.5547545,1.3554555,-0.0883463,-0.65260434,-0.58963907,0.022449397,-0.031893015
0.2003392,-0.14938593,-0.31588405,-0.6559475,0.1258109,0.1519557,-0.63200307,-0.71850806,0.08797552,0.18599437,-0.49731854,-0.5931628,0.3348937,0.5842653,-0.7774155,-0.8439749,0.3550842,0.023740582,-0.28878388,-0.42504346,0.5099689,1.111808,-0.50913423,-0.68737334,0.08797552,0.18599437,-0.49731854,-0.5931628,0.3348937,0.5842653,-0.44431755,-0.6430897,0.0,0.0,0.0,0.0,0.0,0.0,-0.63542295,-0.66329896,-0.29712605,0.11932989,-0.57722265,-0.6110477,0.21326905,0.23871279,-0.61651254,-0.62077975,0.052870058,-0.22309174,-0.45851922,-0.48074412,-0.12520647,-0.053600576
-0.47884452,-0.15856762,-0.5586926,-0.6577501,-0.59653866,0.30775115,-0.5946767,-0.71960557,0.24567941,0.28308368,-0.8457057,-0.75024015,0.3873368,-0.06638066,-0.67140126,-0.918465,-0.6715053,-0.69659585,-0.705273,0.03428979,0.2186439,-0.040983643,-0.6869351,-0.8732019,0.24567941,0.28308368,-0.8457057,-0.75024015,0.3873368,-0.06638066,-0.8461521,-1.0225136,0.0,0.0,0.0,0.0,0.0,0.0,-0.6783186,-0.6283571,0.3266602,-0.5666281,-0.5910278,-0.54877144,0.28718576,0.37471715,-0.693385,-0.48657453,-0.39623076,0.5107593,-0.3631111,-0.5537745,-0.35714236,-0.104337454
0.08519355,-0.26610586,-0.23679867,-0.3855289,-0.24362825,-0.36271915,-0.39469638,-0.47813675,0.123088084,0.28308368,-0.41499853,-0.3835059,0.13259423,0.032050647,0.089979656,0.3433283,0.21977451,-0.69659585,-0.31076065,-0.21902369,0.14585893,0.040343303,-0.40500003,-0.5112743,0.123088084,0.28308368,-0.41499853,-0.3835059,0.13259423,0.032050647,-0.32652122,-0.3260256,0.0,0.0,0.0,0.0,0.0,0.0,-0.41013357,-0.4514511,0.40902358,-0.024369724,-0.44193336,-0.41085467,-0.0051538367,-0.010633554,-0.41884747,-0.3955321,-0.50170183,0.050106145,-0.40107095,-0.18373066,-0.24791451,-0.32119948
0.5816306,-0.18668267,-0.46028543,-0.59873545,0.17539263,0.03080137,-0.57781696,-0.65171576,-0.064738795,-0.109565675,-0.28156742,-0.30491537,0.03440977,0.1154932,-0.4613561,-0.32687345,0.7572226,0.79406875,0.16228065,0.113426514,-0.1027824,-0.022546967,-0.46068826,-0.58001614,-0.064738795,-0.109565675,-0.28156742,-0.30491537,0.03440977,0.1154932,-0.3756641,-0.5022283,0.0,0.0,0.0,0.0,0.0,0.0,-0.5766556,-0.59718186,-0.12518601,0.04541738,-0.55536455,-0.58055085,0.11673176,0.14035112,-0.57286453,-0.5526117,-0.024791365,-0.18634474,-0.48547813,-0.4492532,-0.21488012,-0.14616421
0.3386541,-0.37221804,-0.22494934,-0.3497382,-0.8117872,0.30775115,-0.40291625,-0.35779727,0.018143252,0.14036535,-0.3115752,-0.11757409,0.41751376,0.18337354,-0.3018971,0.6178627,0.59165454,0.3008702,-0.2527721,0.16496179,0.4003941,0.62283957,-0.2723615,-0.09913027,0.018143252,0.14036535,-0.3115752,-0.11757409,0.41751376,0.18337354,-0.32199094,-0.1299192,0.0,0.0,0.0,0.0,0.0,0.0,-0.38744175,-0.35022634,-0.016367784,-0.45557305,-0.35206214,-0.28802884,0.3650118,0.34216383,-0.35555035,-0.2916678,0.079789564,0.1669754,-0.26538268,-0.016782038,-0.036553714,0.07793821
-0.06171412,-2.3360577,-0.31880933,-0.6577501,0.3718932,0.30775115,-0.63294154,-0.7253636,0.24567941,0.28308368,-0.59937435,-0.5225943,-0.28914857,-0.04030221,-0.81809247,-0.9409331,-0.6715053,-0.69659585,-0.29177424,-0.033336937,-0.61932564,-0.63558793,-0.50880724,-0.5768848,0.24567941,0.28308368,-0.59937435,-0.5225943,-0.28914857,-0.04030221,-0.47620064,-0.5858841,0.0,0.0,0.0,0.0,0.0,0.0,-0.7460852,-0.7843619,0.061137337,0.12130997,-0.7140501,-0.8221589,-0.3726368,-0.3349763,-0.72057223,-0.8152033,-0.16592707,-0.3276029,-0.42317802,-0.74466306,-0.7557942,-0.629743
0.5559096,-0.2718903,-0.16587295,-0.08122898,-0.24983197,0.30775115,-0.16315429,-0.069191955,0.117728844,0.24683034,-0.23208371,-0.21817613,-0.44967997,-0.32172894,0.2166004,1.0417814,0.27406427,-0.5005222,0.27471915,0.3188326,-0.52665645,-0.541815,-0.14283568,-0.1338364,0.117728844,0.24683034,-0.23208371,-0.21817613,-0.44967997,-0.32172894,-0.21733274,-0.24556346,0.0,0.0,0.0,0.0,0.0,0.0,-0.12910208,-0.10055735,-0.09724009,0.05473156,-0.15247202,-0.18348795,-0.3709314,-0.34944448,-0.17277282,-0.123567544,0.0089409,-0.08964554,-0.19221379,-0.2711295,-0.30093864,-0.28780416
0.5366116,0.02959605,-0.21669284,-0.3979941,0.1889994,-0.10447252,-0.36028993,-0.4004893,0.11092407,0.10886262,-0.017511623,-0.1450751,0.42666426,0.56699574,0.16573776,0.5127112,-0.13639532,-0.053315412,0.67113304,0.1785381,0.61544675,0.81965154,-0.28414884,-0.33198592,0.11092407,0.10886262,-0.017511623,-0.1450751,0.42666426,0.56699574,-0.14568625,-0.17494734,0.0,0.0,0.0,0.0,0.0,0.0,-0.34656888,-0.3732928,0.20205371,0.0065848185,-0.33452892,-0.37275606,0.28335878,0.3418161,-0.3105178,-0.28046137,-0.15567784,-0.09542112,-0.254671,-0.35076323,-0.1867147,-0.051059686
0.3173619,0.018033592,-0.51430494,-0.5471549,-0.22045246,-0.63865274,-0.47861582,-0.6117691,0.24567941,0.28308368,-0.66934055,-0.41392797,-0.337309,-0.15984285,0.50900435,-0.065134265,-0.6715053,-0.69659585,-0.3145984,0.7141509,-0.1270179,-0.2759346,-0.5924046,-0.635917,0.24567941,0.28308368,-0.66934055,-0.41392797,-0.337309,-0.15984285,-0.62491745,-0.60251135,0.0,0.0,0.0,0.0,0.0,0.0,-0.5572565,-0.58588254,-0.28864986,-0.040748917,-0.58015263,-0.5888252,-0.16421653,-0.29071477,-0.52427906,-0.5398349,-0.1053919,-0.2643301,-0.5546755,-0.5222674,-0.42843935,-0.5811293
0.67171365,-0.24508435,0.31119826,0.3922791,0.796224,-0.5126514,0.5948538,0.48338622,-0.25618842,0.2095979,0.37213606,0.45630118,-0.07517563,-0.18614672,1.4507401,1.4364048,1.2030929,-0.41004813,0.5508396,0.8403671,0.2045077,0.076398194,0.40310702,0.40306833,-0.25618842,0.2095979,0.37213606,0.45630118,-0.07517563,-0.18614672,0.4123061,0.5667167,0.0,0.0,0.0,0.0,0.0,0.0,0.36848027,0.3976341,0.1625169,-0.27348202,0.26088542,0.28155592,-0.363083,-0.42654198,0.35246488,0.4380927,-0.10396057,0.3290015,0.1618497,0.1504165,-0.0994679,-0.19770868
